semrel_scores	mikolov_scores	luong_pearson_c	luong_pearson_p	luong_spearman_c	luong_spearman_p	ws_pearson_c	ws_pearson_p	ws_spearman_c	ws_spearman_p	
0.12679616817456094	0.4293900941465411	0.32440992776642796	4.655983719295127e-51	0.34695080602100475	1.295700912048846e-58	0.4454646435223125	1.3068377649495146e-18	0.4686617210086662	1.1252561658289043e-20	
0.09220329962746142	0.5817130577159231	0.3807531594799126	3.6103855320285848e-71	0.3928991497178776	4.6546223307258166e-76	0.5762841877438624	1.2657944535058513e-32	0.5942330891596745	4.4997395544750014e-35	
0.0707823310271421	0.6841997544003274	0.42274032398986894	5.6193626584631394e-89	0.424681152511158	7.297901471218754e-90	0.6134538134574954	7.149842859125141e-38	0.6300779630789322	1.8777792891719957e-40	
0.06240021287919106	0.7034383954154728	0.434889179408269	1.2701380944692937e-94	0.4427677422615331	2.076220464970812e-98	0.6183851409175197	1.273091494901587e-38	0.6341115310404527	4.203771839813082e-41	
